userId,movieId,rating,timestamp,class
1,31,2.5,1260759144,0
1,1029,3,1260759179,1
1,1061,3,1260759182,1
1,1129,2,1260759185,0
1,1172,4,1260759205,1
1,1263,2,1260759151,0
1,1287,2,1260759187,0
1,1293,2,1260759148,0
1,1339,3.5,1260759125,1
1,1343,2,1260759131,0
1,1371,2.5,1260759135,0
1,1405,1,1260759203,0
1,1953,4,1260759191,1
1,2105,4,1260759139,1
1,2150,3,1260759194,1
1,2193,2,1260759198,0
1,2294,2,1260759108,0
1,2455,2.5,1260759113,0
1,2968,1,1260759200,0
1,3671,3,1260759117,1
2,10,4,835355493,1
2,17,5,835355681,1
2,39,5,835355604,1
2,47,4,835355552,1
2,50,4,835355586,1
2,52,3,835356031,1
2,62,3,835355749,1
2,110,4,835355532,1
2,144,3,835356016,1
2,150,5,835355395,1
2,153,4,835355441,1
2,161,3,835355493,1
2,165,3,835355441,1
2,168,3,835355710,1
2,185,3,835355511,1
2,186,3,835355664,1
2,208,3,835355511,1
2,222,5,835355840,1
2,223,1,835355749,0
2,225,3,835355552,1
2,235,3,835355664,1
2,248,3,835355896,1
2,253,4,835355511,1
2,261,4,835355681,1
2,265,5,835355697,1
2,266,5,835355586,1
2,272,3,835355767,1
2,273,4,835355779,1
2,292,3,835355492,1
2,296,4,835355395,1
2,300,3,835355532,1
2,314,4,835356044,1
2,317,2,835355551,0
2,319,1,835355918,0
2,339,3,835355492,1
2,349,4,835355441,1
2,350,4,835355697,1
2,356,3,835355628,1
2,357,3,835355749,1
2,364,3,835355604,1
2,367,3,835355619,1
2,370,2,835355932,0
2,371,3,835355968,1
2,372,3,835356094,1
2,377,3,835355710,1
2,382,3,835356165,1
2,405,2,835356246,0
2,410,3,835355532,1
2,454,4,835355604,1
2,457,3,835355511,1
2,468,4,835355790,1
2,474,2,835355828,0
2,480,4,835355643,1
2,485,3,835355918,1
2,497,3,835355880,1
2,500,4,835355731,1
2,508,4,835355860,1
2,509,4,835355719,1
2,515,4,835355817,1
2,527,4,835355731,1
2,537,4,835356199,1
2,539,3,835355767,1
2,550,3,835356109,1
2,551,5,835355767,1
2,552,3,835355860,1
2,585,5,835355817,1
2,586,3,835355790,1
2,587,3,835355779,1
2,588,3,835355441,1
2,589,5,835355697,1
2,590,5,835355395,1
2,592,5,835355395,1
2,593,3,835355511,1
2,616,3,835355932,1
2,661,4,835356141,1
2,720,4,835355978,1
3,60,3,1298861675,1
3,110,4,1298922049,1
3,247,3.5,1298861637,1
3,267,3,1298861761,1
3,296,4.5,1298862418,1
3,318,5,1298862121,1
3,355,2.5,1298861589,0
3,356,5,1298862167,1
3,377,2.5,1298923242,0
3,527,3,1298862528,1
3,588,3,1298922100,1
3,592,3,1298923247,1
3,593,3,1298921840,1
3,595,2,1298923260,0
3,736,3.5,1298932787,1
3,778,4,1298863157,1
3,866,3,1298861687,1
3,1197,5,1298932770,1
3,1210,3,1298921795,1
3,1235,4,1298861628,1
3,1271,3,1298861605,1
3,1378,4,1298861658,1
3,1580,3.5,1298922089,1
3,1721,4.5,1298923236,1
3,1884,4,1298863143,1
3,2028,4,1298921862,1
3,2318,4,1298861753,1
3,2513,3,1298861789,1
3,2694,3,1298862710,1
3,2702,3.5,1298861796,1
3,2716,3,1298924017,1
3,2762,3.5,1298922057,1
3,2841,4,1298861733,1
3,2858,4,1298921825,1
3,2959,5,1298862874,1
3,3243,3,1298861968,1
3,3510,4,1298861633,1
3,3949,5,1298863174,1
3,5349,3,1298923266,1
3,5669,3.5,1298862672,1
3,6377,3,1298922080,1
3,7153,2.5,1298921787,0
3,7361,3,1298922065,1
3,8622,3.5,1298861650,1
3,8636,3,1298932766,1
3,27369,3.5,1298862555,1
3,44191,3.5,1298932740,1
3,48783,4.5,1298862361,1
3,50068,4.5,1298862467,1
3,58559,3,1298922071,1
3,84236,4,1298922130,1
4,10,4,949810645,1
4,34,5,949919556,1
4,112,5,949810582,1
4,141,5,949919681,1
4,153,4,949811346,1
4,173,3,949811346,1
4,185,3,949920047,1
4,260,5,949779042,1
4,289,4,949778802,1
4,296,5,949895708,1
4,329,3,949810618,1
4,349,5,949810582,1
4,356,5,949919763,1
4,357,5,949919681,1
4,364,5,949949538,1
4,367,4,949895887,1
4,380,3,949810534,1
4,410,3,949919883,1
4,431,3,949895772,1
4,434,4,949810688,1
4,435,1,949920135,0
4,440,4,949919802,1
4,442,4,949920028,1
4,464,4,949811315,1
4,480,5,949810582,1
4,541,5,949779091,1
4,588,5,949949486,1
4,589,5,949919938,1
4,590,3,949810534,1
4,594,5,949949538,1
4,596,5,949949638,1
4,610,4,949982238,1
4,616,5,949949444,1
4,858,5,949779022,1
4,903,5,949919189,1
4,910,4,949919306,1
4,913,5,949919247,1
4,919,5,949949396,1
4,1011,4,949919454,1
4,1016,4,949919322,1
4,1022,5,949949638,1
4,1028,5,949949638,1
4,1030,5,949896377,1
4,1031,5,949896377,1
4,1032,5,949949538,1
4,1033,5,949949638,1
4,1036,5,949896244,1
4,1073,5,949919372,1
4,1079,5,949811523,1
4,1089,5,949895732,1
4,1097,5,949778771,1
4,1125,5,949919399,1
4,1127,5,949896275,1
4,1136,5,949919372,1
4,1194,5,949919419,1
4,1196,5,949779173,1
4,1197,5,949811490,1
4,1198,5,949779173,1
4,1200,5,949896244,1
4,1206,5,949896159,1
4,1208,5,949779173,1
4,1210,5,949778714,1
4,1213,5,949895708,1
4,1214,5,949810261,1
4,1219,5,949779173,1
4,1220,5,949811523,1
4,1222,5,949918693,1
4,1225,5,949779173,1
4,1230,5,949919372,1
4,1240,5,949896244,1
4,1243,5,949919519,1
4,1257,5,949811602,1
4,1258,5,949918743,1
4,1259,4,949811559,1
4,1265,5,949919591,1
4,1270,5,949811523,1
4,1278,5,949919372,1
4,1282,5,949949396,1
4,1285,4,949811559,1
4,1288,5,949811490,1
4,1291,5,949918743,1
4,1298,4,949918927,1
4,1307,4,949811602,1
4,1332,4,949896275,1
4,1334,5,949982274,1
4,1344,5,949919247,1
4,1356,4,949810582,1
4,1371,4,949810302,1
4,1372,3,949920004,1
4,1374,4,949918787,1
4,1376,3,949918904,1
4,1377,3,949810688,1
4,1380,5,949896377,1
4,1387,5,949810261,1
4,1388,4,949810302,1
4,1396,5,949895772,1
4,1544,3,949811230,1
4,1580,5,949919978,1
4,1663,4,949811559,1
4,1674,5,949896244,1
4,1805,1,949895864,0
4,1858,5,949919738,1
4,1917,4,949810688,1
4,1918,2,949895956,0
4,1953,5,949810261,1
4,1954,5,949810261,1
4,1961,5,949918743,1
4,1967,3,949949538,1
4,1968,5,949811559,1
4,1994,5,949896309,1
4,2000,5,949811602,1
4,2002,3,949895907,1
4,2003,2,949918970,0
4,2005,5,949896070,1
4,2014,4,949919454,1
4,2018,5,949778771,1
4,2020,4,949811738,1
4,2021,4,949896114,1
4,2033,4,949982239,1
4,2034,4,949896183,1
4,2046,5,949810618,1
4,2054,3,949896114,1
4,2064,5,949918648,1
4,2078,5,949949444,1
4,2080,5,949919306,1
4,2081,4,949982239,1
4,2085,5,949949444,1
4,2086,5,949896114,1
4,2087,5,949949638,1
4,2091,5,949896183,1
4,2094,4,949920028,1
4,2096,5,949949538,1
4,2100,5,949896114,1
4,2102,5,949949396,1
4,2105,4,949896114,1
4,2109,5,949919399,1
4,2110,3,949896309,1
4,2114,5,949918927,1
4,2115,5,949918994,1
4,2124,4,949919763,1
4,2140,5,949896070,1
4,2141,4,949982239,1
4,2143,4,949896114,1
4,2144,5,949811603,1
4,2161,5,949896070,1
4,2174,5,949896070,1
4,2193,3,949896070,1
4,2194,5,949918764,1
4,2248,4,949811559,1
4,2263,3,949896309,1
4,2268,5,949895772,1
4,2289,5,949919556,1
4,2348,4,949918927,1
4,2371,4,949811603,1
4,2403,4,949918994,1
4,2406,5,949918994,1
4,2409,4,949810302,1
4,2454,5,949982274,1
4,2467,5,949918875,1
4,2551,4,949896275,1
4,2616,1,949895993,0
4,2628,5,949810582,1
4,2640,5,949810261,1
4,2659,3,949918671,1
4,2683,4,949896497,1
4,2699,4,949896497,1
4,2716,5,949811523,1
4,2723,5,949810582,1
4,2734,4,949778714,1
4,2770,1,949896521,0
4,2788,5,949919399,1
4,2791,5,949811490,1
4,2795,4,949811603,1
4,2797,5,949896070,1
4,2804,5,949811738,1
4,2822,3,949811230,1
4,2867,3,949918875,1
4,2872,5,949896114,1
4,2877,5,949896377,1
4,2902,2,949896309,0
4,2903,1,949896309,0
4,2916,4,949810534,1
4,2918,5,949811559,1
4,2968,5,949896070,1
4,2986,3,949896015,1
4,2987,5,949918807,1
4,2991,5,949810261,1
4,3016,3,949896543,1
4,3034,5,949949444,1
4,3039,4,949811559,1
4,3040,5,949919419,1
4,3060,5,949919656,1
4,3071,4,949918715,1
4,3101,4,949896275,1
4,3104,4,949811603,1
4,3108,5,949919738,1
4,3169,4,949918904,1
4,3208,2,949778946,0
4,3210,4,949811523,1
4,3251,5,949918970,1
4,3255,4,949919738,1
4,3263,3,949919845,1
4,3265,5,949895732,1
4,4006,2,949982238,0
5,3,4,1163374957,1
5,39,4,1163374952,1
5,104,4,1163374639,1
5,141,4,1163374242,1
5,150,4,1163374404,1
5,231,3.5,1163373762,1
5,277,4.5,1163373208,1
5,344,3.5,1163373636,1
5,356,4,1163374152,1
5,364,4,1163373752,1
5,367,4,1163373755,1
5,377,4,1163373610,1
5,440,4,1163374477,1
5,500,4.5,1163373718,1
5,586,4,1163374392,1
5,588,3.5,1163373551,1
5,595,4,1163374190,1
5,597,5,1163373711,1
5,788,3.5,1163374993,1
5,858,2.5,1163373651,0
5,903,3.5,1163373135,1
5,919,4,1163374286,1
5,1022,4,1163373316,1
5,1035,5,1163373103,1
5,1193,3,1163374173,1
5,1221,2.5,1163374239,0
5,1247,4,1163374582,1
5,1307,4,1163374495,1
5,1380,5,1163373044,1
5,1393,3.5,1163374165,1
5,1485,4.5,1163374608,1
5,1544,3.5,1163374562,1
5,1682,4,1163374214,1
5,1721,4,1163373744,1
5,1777,4,1163374601,1
5,1784,4.5,1163374251,1
5,1923,4.5,1163373726,1
5,1961,4,1163373675,1
5,1968,4,1163374324,1
5,1997,3.5,1163374593,1
5,2023,1.5,1163373188,0
5,2081,5,1163373109,1
5,2273,4,1163373276,1
5,2294,4,1163373251,1
5,2355,3.5,1163374184,1
5,2424,4,1163373193,1
5,2502,3.5,1163374290,1
5,2683,4,1163373679,1
